Tweet,Stock Name,Company Name,annotator 1,annotator 2,final label
"In Washington DC for the US-ASEAN Summit.

Met with reps from @Tesla, @Google, @MicronTech, @Walmart, and Eastman today to get a sense of their investment appetite in Malaysia, leading up to formal discussions Weds &amp; Thurs involving PM @IsmailSabri60.

@ShahrilHamdan 

(1/4) https://t.co/M7eLbjWl9S",TSLA,"Tesla, Inc.",neutral,neutral,neutral
"This year we will see: 
-production begin Austin + Berlin
-Semi truck production 
-Cybertruck production 
-4680 production (other than Kato road) 
- Dojo! 
-shorts lose more money 
- $TSLA to $3T 
- $doge to $1 
- $Floki to .003 cents
- #Bitcoin to 100k 
- my followers to 100k",TSLA,"Tesla, Inc.",neutral,neutral,neutral
Advice for $PTON:Start taking deposits on Autonomous Bikes that will never exist; talk about the bike's ability to power your home; ignore product recalls from US Gov't; sell bikes to Hertz so they can rent them out; find option market makers willing to buy Calls (see $TSLA),TSLA,"Tesla, Inc.",bullish,bullish,bullish
"The face you make when somebody has a potty mouth on a @tesla earnings call.

Great cast @TeslaPodcast , and excellent episode yesterday. https://t.co/oYMn45858N",TSLA,"Tesla, Inc.",neutral,neutral,neutral
"funny how just hodling $TSLA outperforms all of the ‘smartest hedge funds’ by such a wide margin lol @elonmusk 

now that the business model is grown up @tesla is recession proof. thankful mkts never crumbled at the height of Model 3 struggles 🙏",TSLA,"Tesla, Inc.",bullish,bullish,bullish
"People said she was crazy. 

Now shares are above $4,500 pre-split. $TSLA @CathieDWood https://t.co/7bSHMNjJSQ",TSLA,"Tesla, Inc.",neutral,neutral,neutral
The market reaction to NFLX earnings report is fascinating. #stocks,NFLX,"Netflix, Inc.",bullish,bullish,bullish
"$ALPP ✈️ Mr. Wonderful: 
DRONEDEK beat #Amazon to the patent office by 9 days

https://t.co/8vToRjnteT

First Drone Partner: Vayu Aerospace, a wholly owned subsidiary of Alpine 4

#investing #Delivery #drones $MULN $CEI $CDSG $HUSA $VEON
$BBBY $AAPL $AMD $AAL $F https://t.co/RfIbGefvRL https://t.co/XxWkVcJMOy",AMD,"Advanced Micro Devices, Inc.",neutral,neutral,neutral
The market reaction to TSLA earnings report is fascinating. #stocks,TSLA,"Tesla, Inc.",bullish,bullish,bullish
"I find it extremely easy to hold $TSLA long term for one simple reason: I truly believe in my heart that Tesla is solving autonomy.

Come join me and drink the Kool Aid. It’s really happening. Accept Ashok into your heart today",TSLA,"Tesla, Inc.",neutral,neutral,neutral
@TSM @TSMReginald @parthenaan Anyone else just bawling there eyes out? We love you Bjerg! Hope you kill it wherever you end up! https://t.co/l4nTh1FVpq,TSM,Taiwan Semiconductor Manufacturing Company Limited,neutral,neutral,neutral
$AAPL announced a new Tap to Pay feature for contactless iPhone to iPhone payments. This is going to be a competitive threat to $SQ.,AAPL,Apple Inc.,neutral,neutral,neutral
"Theta Thursday Triggers 🎯  

⚡ $LCID 45c &gt; 41.65 | 36p &lt; 39.43
🚗 $TSLA 1070c &gt; 987 | 900p &lt; 925
🛍️ $AMZN 3600c &gt; 3512 | 3330p &lt; 3425
📺 $NFLX 630c &gt; 610 | 585p &lt; 596
🕹️ $NVDA 325c &gt; 313 | 275p &lt; 297
📱 $AAPL 185c &gt; 180 | 175p &lt; 178

50 ❤️ to Unlock my Favorite #Flow Setups https://t.co/ariYr7f8NO",MSFT,Microsoft Corporation,bullish,bullish,bullish
"today headline of Tesla FAKE news 

NO safety risk, no CRASH, just a software update.

$tsla @elonmusk https://t.co/aR4p7Rp042",TSLA,"Tesla, Inc.",neutral,neutral,neutral
Someone knew data was coming out in AH's. They always do. $TSLA,TSLA,"Tesla, Inc.",neutral,neutral,neutral
Someone get a view into the S4 tonight? Elon done selling? $TSLA https://t.co/OoSFev5Gjl,TSLA,"Tesla, Inc.",bearish,bearish,bearish
Most people dont know how big Tesla's $TSLA Q1 Revenue is compared to the US https://t.co/0DJVY6CzzN,TSLA,"Tesla, Inc.",neutral,neutral,neutral
"The Results! #LottoFriday 

$AMZN 3450P | 11.7 TO 42.1 [+259%]
$AFRM 114P | 1.3 to 1.85 [+42%]
$ETSY 230P | .88 to 7.05 [+701%]
$MRNA | Opened down, no trigger

Chees and HAGW! 🍻 https://t.co/IlNoFH9zbX",AMZN,"Amazon.com, Inc.",bullish,bullish,bullish
The market reaction to GOOGL earnings report is fascinating. #stocks,GOOGL,Alphabet Inc.,bullish,bullish,bullish
"Just spitballing here, but $TSLA's blackout for insider selling may end 2 weeks before quarter-end, which would mean this Friday.

If Mr. Fraudsperger's Syndrome needs to dump more stock, he could do it Wednesday, Thursday &amp; Friday, then file the Form 4 after the close on Friday.",TSLA,"Tesla, Inc.",bearish,bearish,bearish
"$AMZN is up 16% after hours after reporting earnings. Missed expectations but AWS is crushing and the price of Prime is going up. 

Stonks are all over the damn map.",MSFT,Microsoft Corporation,bullish,bullish,bullish
"Insane 1v5 against @TSM X GG's to them, super close game! 💜 https://t.co/uk9SSxJgBJ",TSM,Taiwan Semiconductor Manufacturing Company Limited,bullish,bullish,bullish
"Cloud computing is a monster category:

AMZN: $72Bn rev, 37% growth
MSFT: $57Bn rev, 32% growth
GOOG: $25Bn rev, 44% growth

$150Bn of rev dominated by big giants, still growing immensely

Pipelines of the internet",MSFT,Microsoft Corporation,bullish,bullish,bullish
"Every time we close at a higher all-time high closing price, the chances of a $TSLA stock split in the near future increases.  

I will guess 20-40% chance we get stock split within next couple months at this point (~2 weeks ago I would've say 10-20% chance)",TSLA,"Tesla, Inc.",bullish,bullish,bullish
$DIS extending CEO Bob Chapek’s contract is very bearish to me. He has proven a few times he is not a good CEO. And I think the market will agree.,DIS,The Walt Disney Company,bearish,bearish,bearish
"Today continues the great rotation away from high P/E stay-at-home stocks that benefitted from Covid ( $PTON, $NFLX, $AMZN, $ZM) into moderate P/E reopening stocks ( $SBUX, $NKE, $MTCH, $MCD) that benefit as Covid eases.",NFLX,"Netflix, Inc.",neutral,neutral,neutral
"8/13/2022 -  Day 24 after TESLA'S Q2/22 results
@MoodysInvSvc @SPGlobalRatings
📣 DO IT!
Do I even have to remind you and your analysts on a weekend that $TSLA deserves Investment Grade? 
Analysts Clark &amp; Lipsch, Moody's; and Madlani &amp; Binns, S&amp;P, anyone home, awake and thinking? https://t.co/oMIcCpSRS8",TSLA,"Tesla, Inc.",neutral,neutral,neutral
The market reaction to TSLA earnings report is fascinating. #stocks,TSLA,"Tesla, Inc.",neutral,neutral,neutral
"Happy Sunday!

*Here Are My #Top5ThingsToKnowThisWeek:

- Fed 75Bps Rate Hike
- Powell Press Conference
- U.S. PCE Inflation Data, Q2 GDP
- $AAPL $MSFT $GOOGL $AMZN $META Earnings
- $BA $UPS $MCD $KO $XOM $CVX $V $MA Results

*May The Trading Gods Be With You 🙏

$DIA $SPY $QQQ https://t.co/wCmyX1PmLq",BA,The Boeing Company,neutral,neutral,neutral
Sam Altman joining $MSFT to lead a new AI research unit? This stock is a winner in the AI race. Massive growth ahead! #TechStocks,MSFT,Microsoft Corporation,bullish,bullish,bullish
"NVDA is crushing it this year! With strong Q3 earnings expected and increasing demand for AI chips, it’s a no-brainer. 🚀 #Bullish #NASDAQ",NVDA,NVIDIA Corporation,bullish,bullish,bullish
"Tesla $TSLA Shares Added to Stake of Big US Pension Fund

https://t.co/alK3br3rPk",TSLA,"Tesla, Inc.",neutral,neutral,neutral
"TSLA’s production delays and price cuts are a concern. Margins are shrinking, and the EV competition is heating up. Cautious on this one.",TSLA,"Tesla, Inc.",bearish,bearish,bearish
In a blink of an eye. $FB gives up all gains from last year. https://t.co/mCDF3pESQH,META,"Meta Platforms, Inc.",bullish,bullish,bullish
$NIO good day so far. I expect a multi day runner. I think I’m more excited for tomorrow. Hong Kong Listed! The locals love the car the locals will buy the stock! We have only just begun.,NIO,NIO Inc.,bullish,bullish,bullish
The market reaction to NFLX earnings report is fascinating. #stocks,NFLX,"Netflix, Inc.",bullish,neutral,bullish
"$DIS earmarking 80 acres of land in Orange County, Florida to develop affordable housing",DIS,The Walt Disney Company,neutral,neutral,neutral
Netflix's Q3 earnings surpassed expectations with a 15% YoY revenue growth to $9.8B. Subscriber gains in Asia-Pacific and robust growth in other regions make this a solid long-term buy.,NVDA,NVIDIA Corporation,bullish,bullish,bullish
"Basket approach:

Cybersecurity - $CRWD $ZS
Data - $SNOW $DDOG
E-Comm - $AMZN $ETSY $CVNA
Semis - $NVDA $AMD $TSM
Fintech - $SQ $PYPL 
SaaS - $ADBE $ADSK 
Ads - $GOOG $FB $TTD 
Restaurants - $CMG $DPZ
Energy - $NEE $ENPH $SEDG
Dominant Brands - $AAPL $TSLA $LULU $HD 
Def - $BRK",TSM,Taiwan Semiconductor Manufacturing Company Limited,neutral,neutral,neutral
Microsoft focusing on AI profits at Ignite rather than new breakthroughs shows their maturity in this space. A solid long-term play for investors.,MSFT,Microsoft Corporation,bullish,bullish,bullish
"With delivery numbers lagging expectations, it's hard to see NIO climbing in the short term. Lots of headwinds for now.",NIO,NIO Inc.,bearish,bearish,bearish
AMD’s new GPU lineup is a game-changer. Great pricing and performance that could challenge NVIDIA. This stock is ready to run,AMD,"Advanced Micro Devices, Inc.",bullish,bullish,bullish
"Good morning @ajassy I hope u noticed what $googl did.  20 for 1.   Two years ago $aapl and $tsla split.  Ur stock has underperformed for 15+ months.  @JeffBezos &amp; his ex-wife need to sell roughly 19% of shares and in the $3,100 area u need a new investment class. SPLIT UR STOCK",AAPL,Apple Inc.,bearish,bearish,bearish
Chip Stocks Are Booming. Where to Find Bargains Now $MU $QRVO $AMKR $SWKS $QCOM $INTC $MCHP $LRCX $AMAT $KLAC $ON $AVGO $NXPI $MCHP $IIVI https://t.co/YLvxmVAFM2 https://t.co/RdCEiV1H4k,INTC,Intel Corporation,bullish,bullish,bullish
"Q2 Revenue Growth, YoY % Change...
^Tesla $TSLA: +42%
^Google $GOOGL: +13%
^Microsoft $MSFT: +12%
S&amp;P 500 $SPY: +10%
'Netflix $NFLX: +9%
*Amazon $AMZN: +7%
^Apple $AAPL: +2%
*Facebook $META: -1%

*Slowest in company history.
'Slowest since 2012.
^Slowest since 2020.",MSFT,Microsoft Corporation,neutral,neutral,neutral
"THE BIGGEST DEFENDER TIERLIST: DOG OR NOT? 🐶

Our World Champions created the definitive R6 Defender tier list IN REAL LIFE! Find out if you're gonna need a new main.

🎬 https://t.co/hpHS1qtZ86 https://t.co/FtB5scqNkZ",TSM,Taiwan Semiconductor Manufacturing Company Limited,neutral,neutral,neutral
"New bears now need to be a bit careful today around these 87/90 prints now 92 

I think in anticipation of $aapl $amzn , $spy may be range bound 

I won’t be bear so close to this 87 now 

#ES_F $SPX $NDX $SPY $QQQ",AMZN,"Amazon.com, Inc.",bearish,bearish,bearish
"Spent much of today playing ranked with other members of the talent team, ended on a real peach, especially for @Stoax 😂

Tomorrow @AceOfPyrite and I kick things off on the B stream with NiP v TSM. See you there!",TSM,Taiwan Semiconductor Manufacturing Company Limited,neutral,neutral,neutral
The market reaction to AAPL earnings report is fascinating. #stocks,AAPL,Apple Inc.,bullish,bullish,bullish
"A few stocks that went up in the past week:

$UPST 11.82%
$AMD 11.48%
$SOFI 5.23%
$ENPH 2.78%

They have some triggers ( $UPST $SOFI ) or momentum ( $AMD $ENPH ) to stay upward next week.",ENPH,"Enphase Energy, Inc.",bullish,bullish,bullish
"Microsoft's partnership with OpenAI expands its leadership in generative AI. With the Altman-led AI team onboard, $MSFT is paving the future.",MSFT,Microsoft Corporation,bullish,bullish,bullish
"3/ 10b5-1 plans have no discretion.  You decide specific dates, quantities, and whether to sell at market or limit prices when you put the plan in place - here 9/14/21. Once it’s locked in, you can’t change it. But you can terminate it at any time. $TSLA",TSLA,"Tesla, Inc.",bearish,bearish,bearish
GGs 2-1 @TSM Academy in @melanji's premiership #MCT #DemonTIme,TSM,Taiwan Semiconductor Manufacturing Company Limited,neutral,neutral,neutral
"JUST IN: 🇪🇺 European Central Bank selects Amazon, $AMZN to develop its digital euro e-payments system.",AMZN,"Amazon.com, Inc.",neutral,neutral,neutral
"I called it! 

Red to Green … and then some 😊

🔝 $SE $AMZN $CRWD $SHOP $TTD $ROKU $UPST $EGLX $APPS $MVVYF $ZI $MGNI

It’s good to be back from vacation… hope you all managed without me 😉

Let’s here it, how’d y’all do today? 👇

🦜 https://t.co/SYmK8nIn3f",PG,Procter & Gamble Company,neutral,neutral,neutral
Getting ready to open 1 Tesla tequila when $tsla surpass $1k,TSLA,"Tesla, Inc.",neutral,neutral,neutral
Netflix's Q3 subscriber growth and ad-tier success show they're diversifying revenue streams effectively. Streaming giant's pivot looks promising for the long term! $NFLX #Bullish #StreamingStocks,NFLX,"Netflix, Inc.",bullish,bullish,bullish
"$NIO 18% bounce off the 100% extension of Wave W which is usually bullish. However, before talking about lows potentially being in, I would like $NIO to break above $35 and $36.9, this last one being the 10 MA. We   will see if we can get some strength into $NIO day on the 18th https://t.co/6aXxa2CgWf",NIO,NIO Inc.,bullish,bullish,bullish
Bitching about Web3 while a Web2 tycoon' is the new 'I got rich off FB/GOOG/AMZN but I'm going to tell you how it's evil without giving any of it back'.,PG,Procter & Gamble Company,neutral,neutral,neutral
"$NFLX with an official death cross today.

$AMZN $FB already in that order.

$MSFT $NVDA bear flag breakdowns just above their 200SMAs.

$AAPL $GOOGL still top right above all key MAs.

*Death cross = 200SMA crosses above the 50SMA within an evident downtrend + character change.",AAPL,Apple Inc.,bearish,bearish,bearish
"What is wild is that even in these disclosures and SEC filings by the highest political office, there are inaccuracies.

The disclosure states Pelosi bought $GOOG Class C call options.

She couldn't. These do not exist.

Pelosi bought $GOOGL Class A. https://t.co/ny2LNV3aSD https://t.co/wD3Q0o6lWW",GOOG,Alphabet Inc.,neutral,neutral,neutral
Hard to beat TSM when BeauGOAT is shooting like that …,TSM,Taiwan Semiconductor Manufacturing Company Limited,neutral,neutral,neutral
Has Cramer said anything about $AAPL yet 😊?,AAPL,Apple Inc.,neutral,neutral,neutral
"Elevate wins against TSM with a stellar 2:0. 
I am sure teams will start scrimming APAC now.",TSM,Taiwan Semiconductor Manufacturing Company Limited,bullish,bullish,bullish
"When you buy $10,000 of $QQQ here's how much of the largest stocks you're buying

$1,367 of Apple $AAPL 
$1,036 of Microsoft $MSFT
$716 of Google $GOOGL
$694 of Amazon $AMZN
$457 of Tesla $TSLA
$313 of Nvidia $NVDA
$288 of Facebook $META
$204 of Pepsi $PEP
$201 of Costco $COST",TSLA,"Tesla, Inc.",bullish,bullish,bullish
"$FB down over 23% since earnings. This is why we don't buy earnings gap-downs. I know dozens of people who got burned buying an unbuyable dip. You want to see it start to base and curl first.
https://t.co/TSWdPmuE2T",META,"Meta Platforms, Inc.",bullish,bullish,bullish
"AMD's growth in AI and data center revenues is driving optimism. The company has shown a 115% year-over-year increase in data center revenue, fueled by strong sales of its EPYC CPUs and MI300 GPU accelerators. This has positioned AMD well against competitors like Intel in the enterprise and cloud markets. However, while the long-term outlook is positive, occasional dips in stock value occur due to broader semiconductor market volatility",AMD,"Advanced Micro Devices, Inc.",bullish,bullish,bullish
"This is a gift at $864. Therefore, I decided to sell my other 2,000 long shares at $864.24. That netted me another $600,000 in profit bringing my total to $1,420,000 on my long shares. Will buy again on any dips and will average down when needed. $TSLA",TSLA,"Tesla, Inc.",bearish,bearish,bearish
": Meta Platforms has been investing heavily in the metaverse and AI technologies, contributing to optimism about long-term growth",META,"Meta Platforms, Inc.",bullish,bullish,bullish
"NVIDIA continues to impress with a strong revenue surge of 122% YoY, cementing its lead in AI and data centers. With Q3 guidance of $32.5 billion, the future looks bright for this tech giant. 🟢🚀 #NVDA #AI #TechStock",NVDA,NVIDIA Corporation,bullish,bullish,bullish
Hats off to $FB Meta for doing the right thing and holding its ground here. https://t.co/rIBBIlXKBj,META,"Meta Platforms, Inc.",neutral,neutral,neutral
"Alphabet (GOOG) stock is getting a lot of positive attention from Wall Street analysts, with 76.6% recommending it as a 'Strong Buy.",GOOGL,Alphabet Inc.,bullish,bullish,bullish
This $AAPL buy now pay later is a risky move imo. What if you buy now can’t pay later? Are they asking for any collateral?,AAPL,Apple Inc.,bullish,bullish,bullish
"Monster earnings report for $TSLA and we have only retraced in after hours the ~5% down-move so far today 🤦‍♂️

Think a higher bottom has just been set though.",TSLA,"Tesla, Inc.",bearish,bearish,bearish
$TSLA being extra TSLA-ish today... https://t.co/hNf2llTliP,TSLA,"Tesla, Inc.",neutral,neutral,neutral
"Floki Inu Will Be the Next Shiba Inu, Plain and Simple - article I wrote for @investorplace https://t.co/EwrCzgLZ9F #flokiinu $FLOKI $FLOK $SHIB $BTC #blockchain #bitcoin #cryptos #crypto $DOGE $SPY $QQQ $DIA $DJIA #stockmarket #investing #finance #stocks $AAPL $TSLA $AMZN $INTC",MSFT,Microsoft Corporation,neutral,neutral,neutral
"$TSLA is setting the tone, $ABNB has been a disappointing follow through and the rest of the best are  having a hard night. $RBLX $TTD $DDOG $ASAN I want to see hold up on a bad day or follow thru like $TTD did today, and $AMD $NVDA fight. See how the setups form. Quicker better",TSLA,"Tesla, Inc.",bearish,bearish,bearish
"$MSFT $AAPL
Both Showing Great Earnings and Growth for being two companies that Run the market.
$TSLA was good
$AMZN lagging but overall investor market should be encouraged
High Rates/Fed/Inflation still looms but valuations getting lower  and lower for investors.",AMZN,"Amazon.com, Inc.",bullish,bullish,bullish
"This is a very rare chart construction called an ""interlocking H&amp;S"" wherein the right shoulder of one H&amp;S patterns is the left shoulder of another H&amp;S pattern $AAPL #fintwit https://t.co/X8ZLNlaUrS",AAPL,Apple Inc.,neutral,neutral,neutral
"Tesla $TSLA Receives Positive Analyst Feedback After Q1 2022 Financial Report 

#Tesla 
https://t.co/1PG5ZfQzkI",TSLA,"Tesla, Inc.",bullish,bullish,bullish